"Архангельская обл, г Коряжма",165650,Россия,Северо-Западный,обл,Архангельская,Коряжма,UTC+3,61.2885948,47.1003015
"Архангельская обл, г Котлас",165300,Россия,Северо-Западный,обл,Архангельская,Котлас,UTC+3,61.2528972,46.633242
"Архангельская обл, г Мезень",164750,Россия,Северо-Западный,обл,Архангельская,Мезень,UTC+3,65.8398078,44.2532273
"Архангельская обл, г Мирный",164170,Россия,Северо-Западный,обл,Архангельская,Мирный,UTC+3,62.7645265,40.3360076
"Архангельская обл, г Новодвинск",164900,Россия,Северо-Западный,обл,Архангельская,Новодвинск,UTC+3,64.4136851,40.8208143
"Архангельская обл, г Няндома",164200,Россия,Северо-Западный,обл,Архангельская,Няндома,UTC+3,61.6654674,40.2062947
"Архангельская обл, г Онега",164840,Россия,Северо-Западный,обл,Архангельская,Онега,UTC+3,63.9162928,38.0805031
"Архангельская обл, г Северодвинск",164500,Россия,Северо-Западный,обл,Архангельская,Северодвинск,UTC+3,64.5625385,39.8180934
"Архангельская обл, Котласский р-н, г Сольвычегодск",165330,Россия,Северо-Западный,обл,Архангельская,Сольвычегодск,UTC+3,61.3319616,46.920441
"Архангельская обл, г Шенкурск",165160,Россия,Северо-Западный,обл,Архангельская,Шенкурск,UTC+3,62.1057272,42.8996973
г Астрахань,414000,Россия,Южный,обл,Астраханская,Астрахань,UTC+4,46.3655652,48.0559236
"Астраханская обл, г Ахтубинск",416500,Россия,Южный,обл,Астраханская,Ахтубинск,UTC+4,48.2752034,46.1906462
"Астраханская обл, г Знаменск",416540,Россия,Южный,обл,Астраханская,Знаменск,UTC+4,48.5866291,45.7368019
"Астраханская обл, г Камызяк",416340,Россия,Южный,обл,Астраханская,Камызяк,UTC+4,46.110579,48.07333
"Астраханская обл, г Нариманов",416111,Россия,Южный,обл,Астраханская,Нариманов,UTC+4,46.6916565,47.8502476
"Астраханская обл, г Харабали",416010,Россия,Южный,обл,Астраханская,Харабали,UTC+4,47.408999,47.2525345
"Респ Башкортостан, г Агидель",452920,Россия,Приволжский,Респ,Башкортостан,Агидель,UTC+5,55.8999056,53.9220144
"Респ Башкортостан, г Баймак",453630,Россия,Приволжский,Респ,Башкортостан,Баймак,UTC+5,52.5912896,58.3110998
"Респ Башкортостан, г Белебей",452000,Россия,Приволжский,Респ,Башкортостан,Белебей,UTC+5,54.1034582,54.1113129
"Респ Башкортостан, г Белорецк",453500,Россия,Приволжский,Респ,Башкортостан,Белорецк,UTC+5,53.9676488,58.4100419
"Респ Башкортостан, г Бирск",452450,Россия,Приволжский,Респ,Башкортостан,Бирск,UTC+5,55.4155753,55.5582214
"Респ Башкортостан, г Благовещенск",453430,Россия,Приволжский,Респ,Башкортостан,Благовещенск,UTC+5,55.0499867,55.9553186
"Респ Башкортостан, г Давлеканово",453400,Россия,Приволжский,Респ,Башкортостан,Давлеканово,UTC+5,54.2226707,55.0312373
"Респ Башкортостан, г Дюртюли",452320,Россия,Приволжский,Респ,Башкортостан,Дюртюли,UTC+5,55.4848318,54.8524765
"Респ Башкортостан, г Ишимбай",453200,Россия,Приволжский,Респ,Башкортостан,Ишимбай,UTC+5,53.4545764,56.0438751
"Респ Башкортостан, г Кумертау",453300,Россия,Приволжский,Респ,Башкортостан,Кумертау,UTC+5,52.7564939,55.7970197
"Респ Башкортостан, г Межгорье",453570,Россия,Приволжский,Респ,Башкортостан,Межгорье,UTC+5,54.2397689,57.9614547
"Респ Башкортостан, г Мелеуз",453853,Россия,Приволжский,Респ,Башкортостан,Мелеуз,UTC+5,52.9589532,55.9282838
"Респ Башкортостан, г Нефтекамск",452680,Россия,Приволжский,Респ,Башкортостан,Нефтекамск,UTC+5,56.088377,54.2483061
"Респ Башкортостан, г Октябрьский",452601,Россия,Приволжский,Респ,Башкортостан,Октябрьский,UTC+5,54.4815311,53.4655972
"Респ Башкортостан, г Салават",453250,Россия,Приволжский,Респ,Башкортостан,Салават,UTC+5,53.3616974,55.9245224
"Респ Башкортостан, г Сибай",453830,Россия,Приволжский,Респ,Башкортостан,Сибай,UTC+5,52.7204651,58.6663783
"Респ Башкортостан, г Стерлитамак",453100,Россия,Приволжский,Респ,Башкортостан,Стерлитамак,UTC+5,53.6300864,55.9317089
"Респ Башкортостан, г Туймазы",452750,Россия,Приволжский,Респ,Башкортостан,Туймазы,UTC+5,54.5999224,53.6950623
г Уфа,450000,Россия,Приволжский,Респ,Башкортостан,Уфа,UTC+5,54.734944,55.9578468
"Респ Башкортостан, г Учалы",453700,Россия,Приволжский,Респ,Башкортостан,Учалы,UTC+5,54.3067375,59.4125461
"Респ Башкортостан, г Янаул",452800,Россия,Приволжский,Респ,Башкортостан,Янаул,UTC+5,56.2650146,54.929907
"Белгородская обл, г Алексеевка",309850,Россия,Центральный,обл,Белгородская,Алексеевка,UTC+3,50.6299647,38.6880342
г Белгород,308000,Россия,Центральный,обл,Белгородская,Белгород,UTC+3,50.5976472,36.5856652
"Белгородская обл, г Бирюч",309910,Россия,Центральный,обл,Белгородская,Бирюч,UTC+3,50.6484585,38.4005083
"Белгородская обл, г Валуйки",309990,Россия,Центральный,обл,Белгородская,Валуйки,UTC+3,50.2111207,38.0998772
"Белгородская обл, г Грайворон",309370,Россия,Центральный,обл,Белгородская,Грайворон,UTC+3,50.4862958,35.6663877
"Белгородская обл, г Губкин",309180,Россия,Центральный,обл,Белгородская,Губкин,UTC+3,51.2837123,37.5347759
"Белгородская обл, г Короча",309210,Россия,Центральный,обл,Белгородская,Короча,UTC+3,50.8129041,37.1896436
"Белгородская обл, г Новый Оскол",309640,Россия,Центральный,обл,Белгородская,Новый Оскол,UTC+3,50.7633747,37.8775484
"Белгородская обл, г Старый Оскол",309500,Россия,Центральный,обл,Белгородская,Старый Оскол,UTC+3,51.2967101,37.8350182
"Белгородская обл, г Строитель",309070,Россия,Центральный,обл,Белгородская,Строитель,UTC+3,50.7845099,36.4887648
"Белгородская обл, г Шебекино",309290,Россия,Центральный,обл,Белгородская,Шебекино,UTC+3,50.4004883,36.8877889
г Брянск,241000,Россия,Центральный,обл,Брянская,Брянск,UTC+3,53.2419535,34.3652146
"Брянская обл, г Дятьково",242600,Россия,Центральный,обл,Брянская,Дятьково,UTC+3,53.5958178,34.3551812
"Брянская обл, г Жуковка",242700,Россия,Центральный,обл,Брянская,Жуковка,UTC+3,53.5340397,33.7302579
"Брянская обл, г Злынка",243600,Россия,Центральный,обл,Брянская,Злынка,UTC+3,52.4267015,31.7360399
"Брянская обл, г Карачев",242500,Россия,Центральный,обл,Брянская,Карачев,UTC+3,53.1296524,34.9888727
"Брянская обл, г Клинцы",243140,Россия,Центральный,обл,Брянская,Клинцы,UTC+3,52.7529119,32.233911
"Брянская обл, г Мглин",243220,Россия,Центральный,обл,Брянская,Мглин,UTC+3,53.0599771,32.8468129
"Брянская обл, г Новозыбков",243020,Россия,Центральный,обл,Брянская,Новозыбков,UTC+3,52.537173,31.9357991
"Брянская обл, г Почеп",243400,Россия,Центральный,обл,Брянская,Почеп,UTC+3,52.9154851,33.4744058
"Брянская обл, г Севск",242440,Россия,Центральный,обл,Брянская,Севск,UTC+3,52.1483358,34.4918415
"Брянская обл, г Сельцо",241550,Россия,Центральный,обл,Брянская,Сельцо,UTC+3,53.3739884,34.1059172
"Брянская обл, г Стародуб",243240,Россия,Центральный,обл,Брянская,Стародуб,UTC+3,52.5852257,32.760403
"Брянская обл, г Сураж",243500,Россия,Центральный,обл,Брянская,Сураж,UTC+3,53.0170888,32.3938878
"Брянская обл, г Трубчевск",242220,Россия,Центральный,обл,Брянская,Трубчевск,UTC+3,52.5791734,33.7660547
"Брянская обл, г Унеча",243300,Россия,Центральный,обл,Брянская,Унеча,UTC+3,52.8461199,32.6757629
"Брянская обл, г Фокино",242610,Россия,Центральный,обл,Брянская,Фокино,UTC+3,53.4554145,34.4159238
"Респ Бурятия, Кабанский р-н, г Бабушкин",671230,Россия,Дальневосточный,Респ,Бурятия,Бабушкин,UTC+8,51.7112755,105.8673219
"Респ Бурятия, г Гусиноозерск",671160,Россия,Дальневосточный,Респ,Бурятия,Гусиноозерск,UTC+8,51.2865048,106.5230319
"Респ Бурятия, г Закаменск",671950,Россия,Дальневосточный,Респ,Бурятия,Закаменск,UTC+8,50.372713,103.286699
"Респ Бурятия, г Кяхта",671840,Россия,Дальневосточный,Респ,Бурятия,Кяхта,UTC+8,50.346543,106.4533516
"Респ Бурятия, г Северобайкальск",671700,Россия,Дальневосточный,Респ,Бурятия,Северобайкальск,UTC+8,55.635614,109.3361505
г Улан-Удэ,670000,Россия,Дальневосточный,Респ,Бурятия,Улан-Удэ,UTC+8,51.8335853,107.5842223
"Владимирская обл, г Александров",601650,Россия,Центральный,обл,Владимирская,Александров,UTC+3,56.391819,38.7111123
г Владимир,600000,Россия,Центральный,обл,Владимирская,Владимир,UTC+3,56.1280804,40.4084376
"Владимирская обл, г Вязники",601440,Россия,Центральный,обл,Владимирская,Вязники,UTC+3,56.29773,42.2687398
"Владимирская обл, г Гороховец",601480,Россия,Центральный,обл,Владимирская,Гороховец,UTC+3,56.2021036,42.6926111
"Владимирская обл, г Гусь-Хрустальный",601500,Россия,Центральный,обл,Владимирская,Гусь-Хрустальный,UTC+3,55.6198751,40.6579929
"Владимирская обл, г Камешково",601300,Россия,Центральный,обл,Владимирская,Камешково,UTC+3,56.3490152,40.9955183
"Владимирская обл, Александровский р-н, г Карабаново",601640,Россия,Центральный,обл,Владимирская,Карабаново,UTC+3,56.3131822,38.7034257
"Владимирская обл, г Киржач",601010,Россия,Центральный,обл,Владимирская,Киржач,UTC+3,56.1486863,38.8635701
"Владимирская обл, г Ковров",601900,Россия,Центральный,обл,Владимирская,Ковров,UTC+3,56.3554349,41.3170576
"Владимирская обл, г Кольчугино",601780,Россия,Центральный,обл,Владимирская,Кольчугино,UTC+3,56.3327254,39.391336
"Владимирская обл, Петушинский р-н, г Костерево",601110,Россия,Центральный,обл,Владимирская,Костерево,UTC+3,55.9337222,39.6247398
"Владимирская обл, Гусь-Хрустальный р-н, г Курлово",601570,Россия,Центральный,обл,Владимирская,Курлово,UTC+3,55.452698,40.6124108
"Владимирская обл, Собинский р-н, г Лакинск",601240,Россия,Центральный,обл,Владимирская,Лакинск,UTC+3,56.0180587,39.956551
"Владимирская обл, г Меленки",602101,Россия,Центральный,обл,Владимирская,Меленки,UTC+3,55.3387515,41.6340046
"Владимирская обл, г Муром",602205,Россия,Центральный,обл,Владимирская,Муром,UTC+3,55.5630311,42.0231362
"Владимирская обл, г Петушки",601140,Россия,Центральный,обл,Владимирская,Петушки,UTC+3,55.9298134,39.4508075
"Владимирская обл, Петушинский р-н, г Покров",601120,Россия,Центральный,обл,Владимирская,Покров,UTC+3,55.9166398,39.1734526
"Владимирская обл, г Радужный",600910,Россия,Центральный,обл,Владимирская,Радужный,UTC+3,55.9960277,40.3321855
"Владимирская обл, г Собинка",601201,Россия,Центральный,обл,Владимирская,Собинка,UTC+3,55.9939169,40.0179653
"Владимирская обл, Александровский р-н, г Струнино",601670,Россия,Центральный,обл,Владимирская,Струнино,UTC+3,56.3749967,38.5839667
"Владимирская обл, г Судогда",601351,Россия,Центральный,обл,Владимирская,Судогда,UTC+3,55.9498056,40.8562939
"Владимирская обл, г Суздаль",601291,Россия,Центральный,обл,Владимирская,Суздаль,UTC+3,56.4274441,40.4525692
"Владимирская обл, г Юрьев-Польский",601800,Россия,Центральный,обл,Владимирская,Юрьев-Польский,UTC+3,56.4937757,39.6680539
г Волгоград,400000,Россия,Южный,обл,Волгоградская,Волгоград,UTC+4,48.7070042,44.5170339
"Волгоградская обл, г Волжский",404100,Россия,Южный,обл,Волгоградская,Волжский,UTC+4,48.7978209,44.7462538
"Волгоградская обл, г Дубовка",404002,Россия,Южный,обл,Волгоградская,Дубовка,UTC+4,49.0554742,44.8270085
"Волгоградская обл, г Жирновск",403790,Россия,Южный,обл,Волгоградская,Жирновск,UTC+4,50.9768814,44.7858202
"Волгоградская обл, г Калач-на-Дону",404500,Россия,Южный,обл,Волгоградская,Калач-на-Дону,UTC+4,48.6889024,43.5306303
"Волгоградская обл, г Камышин",403870,Россия,Южный,обл,Волгоградская,Камышин,UTC+4,50.0651529,45.3844202
"Волгоградская обл, г Котельниково",404350,Россия,Южный,обл,Волгоградская,Котельниково,UTC+4,47.6310259,43.1330872
"Волгоградская обл, г Котово",403801,Россия,Южный,обл,Волгоградская,Котово,UTC+4,50.3205766,44.8030699
"Волгоградская обл, Среднеахтубинский р-н, г Краснослободск",404160,Россия,Южный,обл,Волгоградская,Краснослободск,UTC+4,48.7068721,44.5630857
"Волгоградская обл, г Ленинск",404620,Россия,Южный,обл,Волгоградская,Ленинск,UTC+4,48.6936061,45.1992692
"Волгоградская обл, г Михайловка",403340,Россия,Южный,обл,Волгоградская,Михайловка,UTC+4,50.0708719,43.2401512
"Волгоградская обл, г Николаевск",404030,Россия,Южный,обл,Волгоградская,Николаевск,UTC+4,50.0165306,45.4731658
"Волгоградская обл, г Новоаннинский",403950,Россия,Южный,обл,Волгоградская,Новоаннинский,UTC+4,50.5296067,42.6666439
"Волгоградская обл, г Палласовка",404260,Россия,Южный,обл,Волгоградская,Палласовка,UTC+4,50.0500944,46.8804277
"Волгоградская обл, Камышинский р-н, г Петров Вал",403840,Россия,Южный,обл,Волгоградская,Петров Вал,UTC+4,50.1380557,45.20914
"Волгоградская обл, г Серафимович",403441,Россия,Южный,обл,Волгоградская,Серафимович,UTC+4,49.5663183,42.7360402
"Волгоградская обл, г Суровикино",404410,Россия,Южный,обл,Волгоградская,Суровикино,UTC+4,48.618917,42.8541163
"Волгоградская обл, г Урюпинск",403110,Россия,Южный,обл,Волгоградская,Урюпинск,UTC+4,50.7903789,42.0288513
"Волгоградская обл, г Фролово",403530,Россия,Южный,обл,Волгоградская,Фролово,UTC+4,49.7649148,43.6648641
"Вологодская обл, г Бабаево",162480,Россия,Северо-Западный,обл,Вологодская,Бабаево,UTC+3,59.3892583,35.9377058
"Вологодская обл, г Белозерск",161200,Россия,Северо-Западный,обл,Вологодская,Белозерск,UTC+3,60.0308381,37.7890586
"Вологодская обл, г Великий Устюг",162390,Россия,Северо-Западный,обл,Вологодская,Великий Устюг,UTC+3,60.7603913,46.3054414
г Вологда,160000,Россия,Северо-Западный,обл,Вологодская,Вологда,UTC+3,59.2483905,39.8355662
"Вологодская обл, г Вытегра",162900,Россия,Северо-Западный,обл,Вологодская,Вытегра,UTC+3,61.0063465,36.4495137
"Вологодская обл, г Грязовец",162000,Россия,Северо-Западный,обл,Вологодская,Грязовец,UTC+3,58.8757553,40.2485362
"Вологодская обл, Сокольский р-н, г Кадников",162107,Россия,Северо-Западный,обл,Вологодская,Кадников,UTC+3,59.5037764,40.3441148
"Вологодская обл, г Кириллов",161100,Россия,Северо-Западный,обл,Вологодская,Кириллов,UTC+3,59.8591523,38.3748782
"Вологодская обл, Великоустюгский р-н, г Красавино",162341,Россия,Северо-Западный,обл,Вологодская,Красавино,UTC+3,60.9612823,46.4814116
"Вологодская обл, г Никольск",161440,Россия,Северо-Западный,обл,Вологодская,Никольск,UTC+3,59.5351837,45.4576137
"Вологодская обл, г Сокол",162129,Россия,Северо-Западный,обл,Вологодская,Сокол,UTC+3,59.4758605,40.1114187
"Вологодская обл, г Тотьма",161300,Россия,Северо-Западный,обл,Вологодская,Тотьма,UTC+3,59.9734998,42.7589506
"Вологодская обл, г Устюжна",162840,Россия,Северо-Западный,обл,Вологодская,Устюжна,UTC+3,58.8383117,36.4425478
"Вологодская обл, г Харовск",162250,Россия,Северо-Западный,обл,Вологодская,Харовск,UTC+3,59.9479423,40.2000298
"Вологодская обл, г Череповец",162600,Россия,Северо-Западный,обл,Вологодская,Череповец,UTC+3,59.1269212,37.9090497
"Воронежская обл, г Бобров",397700,Россия,Центральный,обл,Воронежская,Бобров,UTC+3,51.0901649,40.0318256
"Воронежская обл, г Богучар",396790,Россия,Центральный,обл,Воронежская,Богучар,UTC+3,49.9352454,40.5590801
"Воронежская обл, г Борисоглебск",397160,Россия,Центральный,обл,Воронежская,Борисоглебск,UTC+3,51.3655754,42.1008334
"Воронежская обл, г Бутурлиновка",397500,Россия,Центральный,обл,Воронежская,Бутурлиновка,UTC+3,50.8311818,40.5976923
г Воронеж,394000,Россия,Центральный,обл,Воронежская,Воронеж,UTC+3,51.6593332,39.1969229
"Воронежская обл, г Калач",397600,Россия,Центральный,обл,Воронежская,Калач,UTC+3,50.4242134,41.0162014
"Воронежская обл, г Лиски",397900,Россия,Центральный,обл,Воронежская,Лиски,UTC+3,50.9945626,39.5184909
"Воронежская обл, г Нововоронеж",396070,Россия,Центральный,обл,Воронежская,Нововоронеж,UTC+3,51.3091524,39.2162843
"Воронежская обл, г Новохоперск",397400,Россия,Центральный,обл,Воронежская,Новохоперск,UTC+3,51.0952211,41.6173404
"Воронежская обл, г Острогожск",397837,Россия,Центральный,обл,Воронежская,Острогожск,UTC+3,50.8677905,39.0407746
"Воронежская обл, г Павловск",396420,Россия,Центральный,обл,Воронежская,Павловск,UTC+3,50.453455,40.136874
"Воронежская обл, г Поворино",397350,Россия,Центральный,обл,Воронежская,Поворино,UTC+3,51.1954419,42.2472726
"Воронежская обл, г Россошь",396650,Россия,Центральный,обл,Воронежская,Россошь,UTC+3,50.1701949,39.6226965
"Воронежская обл, г Семилуки",396900,Россия,Центральный,обл,Воронежская,Семилуки,UTC+3,51.6951644,39.0190454
"Воронежская обл, г Эртиль",397030,Россия,Центральный,обл,Воронежская,Эртиль,UTC+3,51.830932,40.8074182
"Респ Дагестан, г Буйнакск",368220,Россия,Северо-Кавказский,Респ,Дагестан,Буйнакск,UTC+3,42.8214424,47.1165263
"Респ Дагестан, г Дагестанские Огни",368670,Россия,Северо-Кавказский,Респ,Дагестан,Дагестанские Огни,UTC+3,42.1152296,48.1939354
"Респ Дагестан, г Дербент",368000,Россия,Северо-Кавказский,Респ,Дагестан,Дербент,UTC+3,42.058966,48.2907452
"Респ Дагестан, г Избербаш",368500,Россия,Северо-Кавказский,Респ,Дагестан,Избербаш,UTC+3,42.5650962,47.8710051
"Респ Дагестан, г Каспийск",368300,Россия,Северо-Кавказский,Респ,Дагестан,Каспийск,UTC+3,42.8916007,47.6367066
"Респ Дагестан, г Кизилюрт",368120,Россия,Северо-Кавказский,Респ,Дагестан,Кизилюрт,UTC+3,43.203825,46.8729636
"Респ Дагестан, г Кизляр",368830,Россия,Северо-Кавказский,Респ,Дагестан,Кизляр,UTC+3,43.8484083,46.7233699
г Махачкала,367000,Россия,Северо-Кавказский,Респ,Дагестан,Махачкала,UTC+3,42.9849159,47.5047181
"Респ Дагестан, г Хасавюрт",368000,Россия,Северо-Кавказский,Респ,Дагестан,Хасавюрт,UTC+3,43.2504665,46.5851292
"Респ Дагестан, г Южно-Сухокумск",368890,Россия,Северо-Кавказский,Респ,Дагестан,Южно-Сухокумск,UTC+3,44.6602467,45.6499523
г Биробиджан,679002,Россия,Дальневосточный,Аобл,Еврейская,Биробиджан,UTC+10,48.7946446,132.9217207
"Еврейская Аобл, г Облучье",679100,Россия,Дальневосточный,Аобл,Еврейская,Облучье,UTC+10,49.0189345,131.0540102
"Забайкальский край, г Балей",673450,Россия,Дальневосточный,край,Забайкальский,Балей,UTC+9,51.5823759,116.6379549
"Забайкальский край, г Борзя",674600,Россия,Дальневосточный,край,Забайкальский,Борзя,UTC+9,50.3876058,116.5234779
"Забайкальский край, г Краснокаменск",674670,Россия,Дальневосточный,край,Забайкальский,Краснокаменск,UTC+9,50.0929703,118.0323936
"Забайкальский край, г Могоча",673730,Россия,Дальневосточный,край,Забайкальский,Могоча,UTC+9,53.7361398,119.7660867
"Забайкальский край, г Нерчинск",673400,Россия,Дальневосточный,край,Забайкальский,Нерчинск,UTC+9,51.9594977,116.5852383
"Забайкальский край, г Петровск-Забайкальский",673000,Россия,Дальневосточный,край,Забайкальский,Петровск-Забайкальский,UTC+9,51.2748592,108.846681
"Забайкальский край, г Сретенск",673500,Россия,Дальневосточный,край,Забайкальский,Сретенск,UTC+9,52.2461454,117.7117842
"Забайкальский край, г Хилок",673200,Россия,Дальневосточный,край,Забайкальский,Хилок,UTC+9,51.3634856,110.4590898
г Чита,672000,Россия,Дальневосточный,край,Забайкальский,Чита,UTC+9,52.0340142,113.4994
"Забайкальский край, г Шилка",673303,Россия,Дальневосточный,край,Забайкальский,Шилка,UTC+9,51.8497035,116.0334461
"Ивановская обл, г Вичуга",155330,Россия,Центральный,обл,Ивановская,Вичуга,UTC+3,57.2044698,41.9132201
"Ивановская обл, г Гаврилов Посад",155000,Россия,Центральный,обл,Ивановская,Гаврилов Посад,UTC+3,56.5586946,40.1228906
"Ивановская обл, г Заволжск",155410,Россия,Центральный,обл,Ивановская,Заволжск,UTC+3,57.4918141,42.1375625
г Иваново,153000,Россия,Центральный,обл,Ивановская,Иваново,UTC+3,56.9993792,40.9728272
"Ивановская обл, г Кинешма",155800,Россия,Центральный,обл,Ивановская,Кинешма,UTC+3,57.4425463,42.168914
"Ивановская обл, г Комсомольск",155150,Россия,Центральный,обл,Ивановская,Комсомольск,UTC+3,57.0273052,40.3776851
"Ивановская обл, г Кохма",153510,Россия,Центральный,обл,Ивановская,Кохма,UTC+3,56.9324606,41.0931657
"Ивановская обл, Кинешемский р-н, г Наволоки",155830,Россия,Центральный,обл,Ивановская,Наволоки,UTC+3,57.4679066,41.9608002
"Ивановская обл, Приволжский р-н, г Плес",155555,Россия,Центральный,обл,Ивановская,Плес,UTC+3,57.4606031,41.5122672
"Ивановская обл, г Приволжск",155550,Россия,Центральный,обл,Ивановская,Приволжск,UTC+3,57.3805743,41.2808565
"Ивановская обл, г Пучеж",155360,Россия,Центральный,обл,Ивановская,Пучеж,UTC+3,56.9820688,43.1683321
"Ивановская обл, г Родники",155250,Россия,Центральный,обл,Ивановская,Родники,UTC+3,57.1025975,41.7298834
"Ивановская обл, г Тейково",155040,Россия,Центральный,обл,Ивановская,Тейково,UTC+3,56.8542719,40.5353874
"Ивановская обл, г Фурманов",155520,Россия,Центральный,обл,Ивановская,Фурманов,UTC+3,57.2539276,41.1054432
"Ивановская обл, г Шуя",155900,Россия,Центральный,обл,Ивановская,Шуя,UTC+3,56.8560234,41.3800939
"Ивановская обл, г Южа",155630,Россия,Центральный,обл,Ивановская,Южа,UTC+3,56.5926877,42.0458099
"Ивановская обл, г Юрьевец",155450,Россия,Центральный,обл,Ивановская,Юрьевец,UTC+3,57.3177781,43.1110401
"Респ Ингушетия, г Карабулак",386230,Россия,Северо-Кавказский,Респ,Ингушетия,Карабулак,UTC+3,43.3055248,44.9094582
г Магас,386001,Россия,Северо-Кавказский,Респ,Ингушетия,Магас,UTC+3,43.1688611,44.8131207
"Респ Ингушетия, г Малгобек",386300,Россия,Северо-Кавказский,Респ,Ингушетия,Малгобек,UTC+3,43.5096646,44.5901963
"Респ Ингушетия, г Назрань",386100,Россия,Северо-Кавказский,Респ,Ингушетия,Назрань,UTC+3,43.2257841,44.7645779
"Респ Ингушетия, г Сунжа",386200,Россия,Северо-Кавказский,Респ,Ингушетия,Сунжа,UTC+3,43.3204196,45.0476331
"Иркутская обл, Нижнеудинский р-н, г Алзамай",665160,Россия,Сибирский,обл,Иркутская,Алзамай,UTC+8,55.5551233,98.6643699
"Иркутская обл, г Ангарск",665800,Россия,Сибирский,обл,Иркутская,Ангарск,UTC+8,52.544879,103.888543
"Иркутская обл, Слюдянский р-н, г Байкальск",665930,Россия,Сибирский,обл,Иркутская,Байкальск,UTC+8,51.5230393,104.1487532
"Иркутская обл, Тайшетский р-н, г Бирюсинск",665050,Россия,Сибирский,обл,Иркутская,Бирюсинск,UTC+8,55.9609167,97.8205348
"Иркутская обл, г Бодайбо",666901,Россия,Сибирский,обл,Иркутская,Бодайбо,UTC+8,57.8468636,114.1866287
"Иркутская обл, г Братск",665700,Россия,Сибирский,обл,Иркутская,Братск,UTC+8,56.1513108,101.6340035
"Иркутская обл, Братский р-н, г Вихоревка",665770,Россия,Сибирский,обл,Иркутская,Вихоревка,UTC+8,56.1208145,101.1702926
"Иркутская обл, г Железногорск-Илимский",665650,Россия,Сибирский,обл,Иркутская,Железногорск-Илимский,UTC+8,56.5847888,104.114275
"Иркутская обл, г Зима",665382,Россия,Сибирский,обл,Иркутская,Зима,UTC+8,53.920693,102.0491772
г Иркутск,664000,Россия,Сибирский,обл,Иркутская,Иркутск,UTC+8,52.2864036,104.2807466
